particle,row_type,theory,E,total,i4,i3,i2,i1,i0,i_minus_1,C,cts,di_over_2pi_percent,note
,max,1837.67,1837.66,191479,1.0,1.0,1.0,2.0,-1.0,2.5,-1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,1577,,,,,,,,,,
,min,1837.18,1837.18,189903,1.0,1.0,1.0,1.0,0.0,0.5,1.0,,,
,delta,,,1577,,,,,,,,10985,14.35594,∆ abs(i)
,total,,,1785,,,,,,,,21970,8.12472,Σ ∆i
Neutron,particle,,,,,,,,,,,,,
,max,1838.68366273,1838.68366244,190036,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,mean,1838.68366200(74),1838.68366244,1,,,,,,,,,,
,min,1838.68366126,1838.68366244,190036,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
Eta η`,particle,,,,,,,,,,,,,
,max,1874.42,1874.42,198079,1.0,1.0,1.5,-0.5,-2.0,-0.5,-1.0,,,
,mean,1874.32(11),1874.32,854,,,,,,,,,,
,min,1874.21,1874.21,197226,1.0,1.0,1.5,-1.0,-2.0,-1.5,0.0,,,
,delta,,,854,,,,,,,,10985,7.77424,∆ abs(i)
,max,1874.42,1874.42,213371,1.0,1.0,2.0,2.0,-1.5,1.0,0.0,,,
,mean,1874.32(11),1874.31,744,,,,,,,,,,
,min,1874.21,1874.21,212628,1.0,1.0,2.0,1.5,-0.5,-2.0,1.0,,,
,delta,,,744,,,,,,,,10985,6.77287,∆ abs(i)
,total,,,1598,,,,,,,,21970,7.27355,Σ ∆i
Phi ,mean,1995.035(31),,,,,,,,,,,,only with i4 > 1
c,mean,2485(-39)(39),,,,,,,,,,,,only with i4 > 1
Tau,mean,3477.23(23),,,,,,,,,,,,only with i4 > 1
D$^0$,mean,3649.38(10),,,,,,,,,,,,only with i4 > 1
D$^+$,mean,3658.81(10),,,,,,,,,,,,only with i4 > 1
Deuteron,mean,3670.48296788(13),,,,,,,,,,,,only with i4 > 1
DS$^+$,mean,3851.94(13),,,,,,,,,,,,only with i4 > 1
Triton,mean,5496.92153573(27),,,,,,,,,,,,only with i4 > 1
