particle,row_type,theory,E,total,i4,i3,i2,i1,i0,i_minus_1,C,cts,di_over_2pi_percent,note
,max,1072.174,1072.171,3233960,1.0,-1.5,-2.5,2.0,3.0,0.0,0.0,,,
,mean,1072.139(35),1072.142,204,,,,,,,,,,
,min,1072.103,1072.113,3233757,1.0,-1.5,-2.5,2.0,1.5,-1.0,1.0,,,
,delta,,,204,,,,,,,,10985,1.85708,∆ abs(i)
,total,,,5333,,,,,,,,164775,3.23653,Σ ∆i
Rho ρ$^{+-}$,particle,,,,,,,,,,,,,
,max,1507.0,1506.0,2623217,0.5,2.5,2.5,-1.5,-2.0,-0.5,1.0,,,
,mean,1506(1),1505.0,-1266,,,,,,,,,,
,min,1505.0,1505.0,2624484,0.5,2.5,2.5,-1.0,1.0,3.0,-0.5,,,
,delta,,,1266,,,,,,,,10985,11.52481,∆ abs(i)
,max,1507.0,1506.0,2639981,0.5,2.5,3.0,2.0,-3.0,-1.0,0.5,,,
,mean,1506(1),1506.0,-642,,,,,,,,,,
,min,1505.0,1505.0,2640624,0.5,2.5,3.0,2.0,2.0,-1.5,-0.5,,,
,delta,,,642,,,,,,,,65910,0.97406,∆ abs(i)
,max,1507.0,1506.0,2701560,0.5,3.0,-0.5,-1.0,2.5,1.5,0.0,,,
,mean,1506(1),1506.0,-1373,,,,,,,,,,
,min,1505.0,1505.0,2702934,0.5,3.0,-0.5,0.0,0.0,2.5,-0.5,,,
,delta,,,1373,,,,,,,,10985,12.49886,∆ abs(i)
,max,1507.0,1506.0,2717641,0.5,3.0,0.0,2.0,3.0,-2.5,0.5,,,
,mean,1506(1),1506.0,-970,,,,,,,,,,
,min,1505.0,1505.0,2718612,0.5,3.0,0.0,3.0,-2.5,-3.0,1.0,,,
,delta,,,970,,,,,,,,10985,8.83022,∆ abs(i)
,max,1507.0,1506.0,3599887,1.0,-0.5,1.5,-2.0,-3.0,-2.5,1.0,,,
,mean,1506(1),1505.0,22,,,,,,,,,,
,min,1505.0,1505.0,3599866,1.0,-0.5,1.5,-2.5,3.0,2.0,0.5,,,
,delta,,,22,,,,,,,,10985,0.20027,∆ abs(i)
,max,1507.0,1506.0,3616062,1.0,-0.5,2.0,1.0,-2.5,3.0,1.0,,,
,mean,1506(1),1506.0,-1455,,,,,,,,,,
,min,1505.0,1505.0,3617518,1.0,-0.5,2.0,1.5,2.5,-0.5,-1.0,,,
,delta,,,1455,,,,,,,,10985,13.24533,∆ abs(i)
,max,1507.0,1506.0,3678275,1.0,0.0,-1.5,-1.5,2.0,-2.5,0.0,,,
,mean,1506(1),1506.0,64,,,,,,,,,,
,min,1505.0,1505.0,3678212,1.0,0.0,-1.5,-1.5,1.5,-2.5,1.0,,,
,delta,,,64,,,,,,,,10985,0.58261,∆ abs(i)
,max,1507.0,1506.0,3695738,1.0,0.0,-1.0,2.5,-0.5,2.0,-1.0,,,
,mean,1506(1),1506.0,609,,,,,,,,,,
,min,1505.0,1505.0,3695130,1.0,0.0,-1.0,2.0,1.5,-0.5,0.0,,,
,delta,,,609,,,,,,,,65910,0.92399,∆ abs(i)
,max,1507.0,1506.0,4235704,1.5,-3.0,-2.5,-1.0,-3.0,-1.0,-0.5,,,
,mean,1506(1),1506.0,404,,,,,,,,,,
,min,1505.0,1505.0,4235301,1.5,-3.0,-2.5,-1.5,0.5,-2.5,0.5,,,
,delta,,,404,,,,,,,,10985,3.67774,∆ abs(i)
,max,1507.0,1506.0,4250356,1.5,-3.0,-2.0,1.0,-1.0,1.5,0.5,,,
,mean,1506(1),1505.0,445,,,,,,,,,,
,min,1505.0,1505.0,4249912,1.5,-3.0,-2.0,0.5,2.0,2.5,1.0,,,
,delta,,,445,,,,,,,,10985,4.05098,∆ abs(i)
,total,,,7250,,,,,,,,219700,3.29995,Σ ∆i
Rho ρ$^0$,particle,,,,,,,,,,,,,
,max,1517.63,1517.62,2620701,0.5,2.5,2.5,-3.0,-2.0,1.5,0.5,,,
,mean,1517.14(49),1517.13,-507,,,,,,,,,,
,min,1516.65,1516.65,2621209,0.5,2.5,2.5,-3.0,2.0,0.5,-0.5,,,
,delta,,,507,,,,,,,,10985,4.61538,∆ abs(i)
,max,1517.63,1517.62,2637908,0.5,2.5,3.0,0.5,0.5,0.0,-1.0,,,
,mean,1517.14(49),1517.13,1062,,,,,,,,,,
,min,1516.65,1516.65,2636847,0.5,2.5,3.0,0.0,-1.0,-2.5,1.0,,,
,delta,,,1062,,,,,,,,65910,1.61129,∆ abs(i)
,max,1517.63,1517.62,2698751,0.5,3.0,-0.5,-2.5,0.5,0.0,0.5,,,
,mean,1517.14(49),1517.14,-917,,,,,,,,,,
,min,1516.65,1516.65,2699669,0.5,3.0,-0.5,-2.0,1.0,1.0,-0.5,,,
,delta,,,917,,,,,,,,10985,8.34775,∆ abs(i)
,max,1517.63,1517.62,2715075,0.5,3.0,0.0,0.5,2.5,1.0,0.0,,,
,mean,1517.14(49),1517.14,-984,,,,,,,,,,
,min,1516.65,1516.66,2716060,0.5,3.0,0.0,1.5,-3.0,2.0,0.0,,,
,delta,,,984,,,,,,,,10985,8.95767,∆ abs(i)
,max,1517.63,1517.61,3598403,1.0,-0.5,1.5,-3.0,-1.5,-1.0,-1.0,,,
,mean,1517.14(49),1517.15,-119,,,,,,,,,,
,min,1516.65,1516.68,3598523,1.0,-0.5,1.5,-3.0,-0.5,-2.0,-1.0,,,
,delta,,,119,,,,,,,,10985,1.0833,∆ abs(i)
,max,1517.63,1517.62,3614128,1.0,-0.5,2.0,-0.5,2.5,-1.5,-1.0,,,
,mean,1517.14(49),1517.14,-380,,,,,,,,,,
,min,1516.65,1516.65,3614509,1.0,-0.5,2.0,0.0,-1.0,-2.5,-0.5,,,
,delta,,,380,,,,,,,,10985,3.45926,∆ abs(i)
,max,1517.63,1517.62,3630514,1.0,-0.5,2.5,3.0,-1.5,-1.0,-0.5,,,
,mean,1517.14(49),1517.13,296,,,,,,,,,,
,min,1516.65,1516.65,3630219,1.0,-0.5,2.5,2.5,2.5,2.0,-0.5,,,
,delta,,,296,,,,,,,,10985,2.69458,∆ abs(i)
,max,1517.63,1517.62,3692170,1.0,0.0,-1.0,0.5,-2.0,2.5,0.0,,,
,mean,1517.14(49),1517.14,-562,,,,,,,,,,
,min,1516.65,1516.65,3692733,1.0,0.0,-1.0,0.5,2.5,0.5,-1.0,,,
,delta,,,562,,,,,,,,65910,0.85268,∆ abs(i)
,max,1517.63,1517.62,3707781,1.0,0.0,-0.5,3.0,1.5,-3.0,0.5,,,
,mean,1517.14(49),1517.15,85,,,,,,,,,,
,min,1516.65,1516.67,3707697,1.0,0.0,-0.5,3.0,0.5,1.5,1.0,,,
,delta,,,85,,,,,,,,10985,0.77378,∆ abs(i)
,max,1517.63,1517.62,4233233,1.5,-3.0,-2.5,-2.5,-2.5,-1.0,-1.0,,,
,mean,1517.14(49),1517.14,820,,,,,,,,,,
,min,1516.65,1516.66,4232414,1.5,-3.0,-2.5,-3.0,-2.5,1.5,-0.5,,,
,delta,,,820,,,,,,,,10985,7.46472,∆ abs(i)
,max,1517.63,1517.62,4247176,1.5,-3.0,-2.0,-1.0,0.5,2.0,0.5,,,
,mean,1517.14(49),1517.13,-1497,,,,,,,,,,
,min,1516.65,1516.65,4248674,1.5,-3.0,-2.0,0.0,-1.0,2.5,-0.5,,,
,delta,,,1497,,,,,,,,10985,13.62767,∆ abs(i)
,max,1517.63,1517.62,4264824,1.5,-3.0,-1.5,3.0,0.0,-1.0,-0.5,,,
,mean,1517.14(49),1517.14,783,,,,,,,,,,
,min,1516.65,1516.65,4264042,1.5,-3.0,-1.5,2.5,0.5,-1.5,1.0,,,
,delta,,,783,,,,,,,,10985,7.1279,∆ abs(i)
,total,,,8012,,,,,,,,241670,3.31526,Σ ∆i
Omega ω,particle,,,,,,,,,,,,,
,max,1531.87,1531.86,2633848,0.5,2.5,3.0,-2.0,2.0,-3.0,-1.0,,,
,mean,1531.62(25),1531.61,329,,,,,,,,,,
,min,1531.37,1531.37,2633520,0.5,2.5,3.0,-2.0,-1.0,3.0,0.0,,,
,delta,,,329,,,,,,,,65910,0.49917,∆ abs(i)
,max,1531.87,1531.86,2711455,0.5,3.0,0.0,-1.5,0.5,3.0,0.0,,,
,mean,1531.62(25),1531.62,80,,,,,,,,,,
,min,1531.37,1531.37,2711376,0.5,3.0,0.0,-1.5,0.0,1.5,0.5,,,
,delta,,,80,,,,,,,,10985,0.72827,∆ abs(i)
,max,1531.87,1531.86,2727312,0.5,3.0,0.5,1.5,-1.0,2.5,1.0,,,
,mean,1531.62(25),1531.61,-64,,,,,,,,,,
,min,1531.37,1531.37,2727377,0.5,3.0,0.5,1.5,-0.5,2.5,1.0,,,
,delta,,,64,,,,,,,,10985,0.58261,∆ abs(i)
,max,1531.87,1531.86,3610085,1.0,-0.5,2.0,-2.5,-2.5,-3.0,0.0,,,
,mean,1531.62(25),1531.62,-293,,,,,,,,,,
,min,1531.37,1531.37,3610379,1.0,-0.5,2.0,-2.5,-0.5,0.5,-0.5,,,
,delta,,,293,,,,,,,,10985,2.66727,∆ abs(i)
,max,1531.87,1531.86,3625052,1.0,-0.5,2.5,-0.5,2.0,-1.5,1.0,,,
,mean,1531.62(25),1531.61,-1481,,,,,,,,,,
,min,1531.37,1531.37,3626534,1.0,-0.5,2.5,0.5,0.5,-2.5,-0.5,,,
,delta,,,1481,,,,,,,,10985,13.48202,∆ abs(i)
,max,1531.87,1531.86,3687991,1.0,0.0,-1.0,-2.0,-1.5,0.5,0.5,,,
,mean,1531.62(25),1531.61,-94,,,,,,,,,,
,min,1531.37,1531.37,3688086,1.0,0.0,-1.0,-2.0,-0.5,-3.0,0.5,,,
,delta,,,94,,,,,,,,65910,0.14262,∆ abs(i)
,max,1531.87,1531.86,3703537,1.0,0.0,-0.5,0.5,1.0,1.5,1.0,,,
,mean,1531.62(25),1531.61,-2180,,,,,,,,,,
,min,1531.37,1531.37,3705718,1.0,0.0,-0.5,2.0,-1.5,-1.0,-1.0,,,
,delta,,,2180,,,,,,,,10985,19.84524,∆ abs(i)
,max,1531.87,1531.86,4243869,1.5,-3.0,-2.0,-3.0,1.0,3.0,-0.5,,,
,mean,1531.62(25),1531.61,-541,,,,,,,,,,
,min,1531.37,1531.37,4244411,1.5,-3.0,-2.0,-2.5,-1.0,-1.5,0.5,,,
,delta,,,541,,,,,,,,10985,4.9249,∆ abs(i)
,max,1531.87,1531.86,4261278,1.5,-3.0,-1.5,1.0,-1.5,2.0,-1.0,,,
,mean,1531.62(25),1531.61,178,,,,,,,,,,
,min,1531.37,1531.37,4261101,1.5,-3.0,-1.5,1.0,-2.5,-3.0,0.5,,,
,delta,,,178,,,,,,,,10985,1.62039,∆ abs(i)
,max,1531.87,1531.85,4276110,1.5,-3.0,-1.0,3.0,2.0,3.0,0.0,,,
,mean,1531.62(25),1531.65,-11,,,,,,,,,,
,min,1531.37,1531.44,4276122,1.5,-3.0,-1.0,3.0,2.5,-2.5,1.0,,,
,delta,,,11,,,,,,,,65910,0.01669,∆ abs(i)
,total,,,5251,,,,,,,,274625,1.91206,Σ ∆i
K*$^{+-}$,particle,,,,,,,,,,,,,
,max,1745.3,1745.2,3872874,1.0,0.5,1.0,-3.0,-3.0,3.0,-0.5,,,
,mean,1745.2(1),1745.1,-268,,,,,,,,,,
,min,1745.1,1745.1,3873143,1.0,0.5,1.0,-3.0,-0.5,-2.5,-1.0,,,
,delta,,,268,,,,,,,,10985,2.43969,∆ abs(i)
,max,1745.3,1745.2,3887637,1.0,0.5,1.5,-1.0,0.5,-3.0,1.0,,,
,mean,1745.2(1),1745.1,-459,,,,,,,,,,
,min,1745.1,1745.1,3888097,1.0,0.5,1.5,-0.5,-2.5,-2.5,1.0,,,
,delta,,,459,,,,,,,,10985,4.17843,∆ abs(i)
,max,1745.3,1745.2,3950126,1.0,1.0,-2.0,-3.0,0.0,-0.5,0.5,,,
,mean,1745.2(1),1745.2,46305,,,,,,,,,,
,min,1745.1,1745.1,3903822,1.0,0.5,2.0,2.0,1.5,-3.0,1.0,,,
,delta,,,46305,,,,,,,,10985,421.52936,∆ abs(i)
,max,1745.3,1745.2,3966747,1.0,1.0,-1.5,0.5,-2.0,-2.5,1.0,,,
,mean,1745.2(1),1745.1,253,,,,,,,,,,
,min,1745.1,1745.1,3966495,1.0,1.0,-1.5,0.0,2.5,-1.5,0.0,,,
,delta,,,253,,,,,,,,10985,2.30314,∆ abs(i)
,max,1745.3,1745.2,3982575,1.0,1.0,-1.0,3.0,2.5,1.0,0.0,,,
,mean,1745.2(1),1745.2,774,,,,,,,,,,
,min,1745.1,1745.1,3981802,1.0,1.0,-1.0,2.5,3.0,1.5,1.0,,,
,delta,,,774,,,,,,,,65910,1.17433,∆ abs(i)
,max,1745.3,1745.2,4445513,1.5,-2.5,0.5,-0.5,-1.0,-2.0,-1.0,,,
,mean,1745.2(1),1745.1,1622,,,,,,,,,,
,min,1745.1,1745.1,4443892,1.5,-2.5,0.5,-1.5,-0.5,-2.0,1.0,,,
,delta,,,1622,,,,,,,,10985,14.76559,∆ abs(i)
,max,1745.3,1745.2,4460775,1.5,-2.5,1.0,2.0,-1.0,3.0,0.0,,,
,mean,1745.2(1),1745.2,-46697,,,,,,,,,,
,min,1745.1,1745.1,4507473,1.5,-2.0,-3.0,-3.0,1.0,-0.5,-1.0,,,
,delta,,,46697,,,,,,,,10985,425.09786,∆ abs(i)
,max,1745.3,1745.2,4522546,1.5,-2.0,-2.5,-0.5,0.0,-1.5,0.5,,,
,mean,1745.2(1),1745.1,-2196,,,,,,,,,,
,min,1745.1,1745.1,4524743,1.5,-2.0,-2.5,1.0,-2.5,-2.5,-1.0,,,
,delta,,,2196,,,,,,,,10985,19.9909,∆ abs(i)
,max,1745.3,1745.2,4539639,1.5,-2.0,-2.0,3.0,1.5,-1.5,-0.5,,,
,mean,1745.2(1),1745.1,1074,,,,,,,,,,
,min,1745.1,1745.1,4538566,1.5,-2.0,-2.0,2.5,-0.5,1.5,0.5,,,
,delta,,,1074,,,,,,,,10985,9.77697,∆ abs(i)
,total,,,99648,,,,,,,,153790,64.79485,Σ ∆i
K*$^0$,particle,,,,,,,,,,,,,
,max,1752.6,1752.6,3885797,1.0,0.5,1.5,-2.0,-1.0,1.5,1.0,,,
,mean,1752.6(1),1752.6,-787,,,,,,,,,,
,min,1752.5,1752.5,3886585,1.0,0.5,1.5,-1.5,-1.5,2.5,0.0,,,
,delta,,,787,,,,,,,,10985,7.16431,∆ abs(i)
,max,1752.6,1752.6,3949779,1.0,1.0,-2.0,-3.0,-2.5,-2.5,-0.5,,,
,mean,1752.6(1),1752.5,46356,,,,,,,,,,
,min,1752.5,1752.5,3903424,1.0,0.5,2.0,2.0,-2.0,3.0,-0.5,,,
,delta,,,46356,,,,,,,,10985,421.99363,∆ abs(i)
,max,1752.6,1752.6,3965020,1.0,1.0,-1.5,-0.5,-2.5,0.5,0.0,,,
,mean,1752.6(1),1752.6,113,,,,,,,,,,
,min,1752.5,1752.5,3964908,1.0,1.0,-1.5,-1.0,3.0,2.5,-1.0,,,
,delta,,,113,,,,,,,,10985,1.02868,∆ abs(i)
,max,1752.6,1752.6,3981964,1.0,1.0,-1.0,3.0,-2.0,-1.5,-0.5,,,
,mean,1752.6(1),1752.6,106,,,,,,,,,,
,min,1752.5,1752.5,3981859,1.0,1.0,-1.0,3.0,-3.0,1.0,-0.5,,,
,delta,,,106,,,,,,,,65910,0.16083,∆ abs(i)
,max,1752.6,1752.6,4442345,1.5,-2.5,0.5,-2.5,0.5,-0.5,0.0,,,
,mean,1752.6(1),1752.6,-1327,,,,,,,,,,
,min,1752.5,1752.5,4443673,1.5,-2.5,0.5,-1.5,-2.5,2.5,-1.0,,,
,delta,,,1327,,,,,,,,10985,12.08011,∆ abs(i)
,max,1752.6,1752.6,4457846,1.5,-2.5,1.0,0.0,2.5,2.5,0.5,,,
,mean,1752.6(1),1752.6,-365,,,,,,,,,,
,min,1752.5,1752.5,4458212,1.5,-2.5,1.0,0.5,-1.0,0.0,1.0,,,
,delta,,,365,,,,,,,,10985,3.32271,∆ abs(i)
,max,1752.6,1752.6,4520115,1.5,-2.0,-2.5,-2.0,0.5,2.5,0.0,,,
,mean,1752.6(1),1752.5,525,,,,,,,,,,
,min,1752.5,1752.5,4519591,1.5,-2.0,-2.5,-2.5,3.0,2.0,0.5,,,
,delta,,,525,,,,,,,,10985,4.77924,∆ abs(i)
,max,1752.6,1752.6,4538468,1.5,-2.0,-2.0,2.5,-1.0,-1.5,-1.0,,,
,mean,1752.6(1),1752.5,511,,,,,,,,,,
,min,1752.5,1752.5,4537958,1.5,-2.0,-2.0,2.0,1.5,-0.5,-1.0,,,
,delta,,,511,,,,,,,,10985,4.6518,∆ abs(i)
,total,,,50090,,,,,,,,142805,35.0758,Σ ∆i
Proton,particle,,,,,,,,,,,,,
,max,1836.152673458,1836.152673408,4022942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
,mean,1836.152673426(32),1836.152673408,1,,,,,,,,,,
,min,1836.152673394,1836.152673408,4022942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
H,particle,,,,,,,,,,,,,
,max,1837.67,1837.66,4006567,1.0,1.0,0.5,-2.0,-1.5,1.5,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,-208,,,,,,,,,,
,min,1837.18,1837.18,4006776,1.0,1.0,0.5,-2.0,0.0,3.0,0.5,,,
,delta,,,208,,,,,,,,10985,1.89349,∆ abs(i)
,max,1837.67,1837.66,4024383,1.0,1.0,1.0,2.0,-1.0,2.5,-1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,1577,,,,,,,,,,
,min,1837.18,1837.18,4022807,1.0,1.0,1.0,1.0,0.0,0.5,1.0,,,
,delta,,,1577,,,,,,,,10985,14.35594,∆ abs(i)
,max,1837.67,1837.66,4085515,1.0,1.5,-2.5,-1.0,1.5,-1.0,0.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,-505,,,,,,,,,,
,min,1837.18,1837.18,4086021,1.0,1.5,-2.5,-0.5,-1.0,-2.5,0.5,,,
,delta,,,505,,,,,,,,10985,4.59718,∆ abs(i)
,max,1837.67,1837.66,4102464,1.0,1.5,-2.0,2.5,2.0,-2.5,-0.5,,,
,mean,1837.47(-0.29)(0.20),1837.42,406,,,,,,,,,,
,min,1837.18,1837.18,4102059,1.0,1.5,-2.0,2.5,-1.5,2.5,-0.5,,,
,delta,,,406,,,,,,,,10985,3.69595,∆ abs(i)
,max,1837.67,1837.66,4485354,1.5,-2.5,2.5,-3.0,0.0,-2.5,-0.5,,,
,mean,1837.47(-0.29)(0.20),1837.42,205,,,,,,,,,,
,min,1837.18,1837.18,4485150,1.5,-2.5,2.5,-3.0,-2.0,3.0,0.0,,,
,delta,,,205,,,,,,,,10985,1.86618,∆ abs(i)
,max,1837.67,1837.64,4501101,1.5,-2.5,3.0,0.0,-2.5,-1.0,0.5,,,
,mean,1837.47(-0.29)(0.20),1837.42,-153,,,,,,,,,,
,min,1837.18,1837.19,4501255,1.5,-2.5,3.0,0.0,-1.5,1.5,0.0,,,
,delta,,,153,,,,,,,,65910,0.23213,∆ abs(i)
,max,1837.67,1837.66,4562847,1.5,-2.0,-0.5,-2.5,-2.0,-1.5,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,-586,,,,,,,,,,
,min,1837.18,1837.18,4563434,1.5,-2.0,-0.5,-2.5,2.5,-1.0,-0.5,,,
,delta,,,586,,,,,,,,10985,5.33455,∆ abs(i)
,max,1837.67,1837.66,4579504,1.5,-2.0,0.0,0.5,2.5,0.5,-0.5,,,
,mean,1837.47(-0.29)(0.20),1837.42,-718,,,,,,,,,,
,min,1837.18,1837.18,4580223,1.5,-2.0,0.0,1.0,1.5,1.0,-1.0,,,
,delta,,,718,,,,,,,,10985,6.53619,∆ abs(i)
,max,1837.67,1837.66,4594702,1.5,-2.0,0.5,3.0,2.5,-1.0,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.43,-34,,,,,,,,,,
,min,1837.18,1837.2,4594737,1.5,-2.0,0.5,3.0,2.5,2.5,1.0,,,
,delta,,,34,,,,,,,,10985,0.30951,∆ abs(i)
,max,1837.67,1837.66,4658668,1.5,-1.5,-3.0,2.0,0.5,0.0,-1.0,,,
,mean,1837.47(-0.29)(0.20),1837.43,933,,,,,,,,,,
,min,1837.18,1837.2,4657736,1.5,-1.5,-3.0,1.5,0.0,-2.5,0.5,,,
,delta,,,933,,,,,,,,10985,8.4934,∆ abs(i)
,total,,,5325,,,,,,,,164775,3.23168,Σ ∆i
Neutron,particle,,,,,,,,,,,,,
,max,1838.68366273,1838.68366244,4022940,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,mean,1838.68366200(74),1838.68366244,1,,,,,,,,,,
,min,1838.68366126,1838.68366244,4022940,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
Eta η`,particle,,,,,,,,,,,,,
,max,1874.42,1874.42,4030983,1.0,1.0,1.5,-0.5,-2.0,-0.5,-1.0,,,
,mean,1874.32(11),1874.32,854,,,,,,,,,,
,min,1874.21,1874.21,4030130,1.0,1.0,1.5,-1.0,-2.0,-1.5,0.0,,,
,delta,,,854,,,,,,,,10985,7.77424,∆ abs(i)
,max,1874.42,1874.42,4092554,1.0,1.5,-2.0,-3.0,-3.0,1.0,-0.5,,,
,mean,1874.32(11),1874.32,47023,,,,,,,,,,
,min,1874.21,1874.21,4045532,1.0,1.0,2.0,1.5,-0.5,-2.0,1.0,,,
,delta,,,47023,,,,,,,,10985,428.06554,∆ abs(i)
,max,1874.42,1874.42,4107561,1.0,1.5,-1.5,-1.0,2.0,0.0,0.5,,,
,mean,1874.32(11),1874.31,-926,,,,,,,,,,
,min,1874.21,1874.21,4108488,1.0,1.5,-1.5,-0.5,2.5,2.0,-1.0,,,
,delta,,,926,,,,,,,,10985,8.42968,∆ abs(i)
,max,1874.42,1874.42,4124141,1.0,1.5,-1.0,2.5,-0.5,0.5,0.5,,,
,mean,1874.32(11),1874.32,51,,,,,,,,,,
,min,1874.21,1874.21,4124091,1.0,1.5,-1.0,2.5,-1.0,2.0,0.5,,,
,delta,,,51,,,,,,,,65910,0.07738,∆ abs(i)
,max,1874.42,1874.42,4585430,1.5,-2.0,0.5,-2.5,2.5,1.5,0.0,,,
,mean,1874.32(11),1874.31,-315,,,,,,,,,,
,min,1874.21,1874.21,4585746,1.5,-2.0,0.5,-2.0,-1.5,0.5,0.5,,,
,delta,,,315,,,,,,,,10985,2.86755,∆ abs(i)
,max,1874.42,1874.42,4601961,1.5,-2.0,1.0,1.0,0.0,-3.0,0.5,,,
,mean,1874.32(11),1874.32,-787,,,,,,,,,,
,min,1874.21,1874.21,4602749,1.5,-2.0,1.0,1.5,-0.5,-2.0,-0.5,,,
,delta,,,787,,,,,,,,10985,7.16431,∆ abs(i)
,max,1874.42,1874.42,4664210,1.5,-1.5,-2.5,-1.0,-2.5,1.5,0.0,,,
,mean,1874.32(11),1874.31,-1127,,,,,,,,,,
,min,1874.21,1874.21,4665338,1.5,-1.5,-2.5,-0.5,0.0,-2.5,-1.0,,,
,delta,,,1127,,,,,,,,10985,10.25944,∆ abs(i)
,max,1874.42,1874.42,4681164,1.5,-1.5,-2.0,2.5,-2.0,0.5,-0.5,,,
,mean,1874.32(11),1874.31,1864,,,,,,,,,,
,min,1874.21,1874.21,4679301,1.5,-1.5,-2.0,1.0,3.0,2.5,0.5,,,
,delta,,,1864,,,,,,,,10985,16.96859,∆ abs(i)
,total,,,52947,,,,,,,,142805,37.07643,Σ ∆i
Phi ,particle,,,,,,,,,,,,,
,max,1995.066,1995.051,4158483,1.0,1.5,1.0,-3.0,-3.0,3.0,-1.0,,,
,mean,1995.035(31),1995.046,-19,,,,,,,,,,
,min,1995.004,1995.04,4158503,1.0,1.5,1.0,-3.0,-2.5,-1.5,-1.0,,,
,delta,,,19,,,,,,,,10985,0.17296,∆ abs(i)
,max,1995.066,1995.064,4171199,1.0,1.5,1.5,-0.5,0.0,-2.5,-0.5,,,
,mean,1995.035(31),1995.034,978,,,,,,,,,,
,min,1995.004,1995.004,4170222,1.0,1.5,1.5,-1.0,-1.5,1.0,1.0,,,
,delta,,,978,,,,,,,,10985,8.90305,∆ abs(i)
,max,1995.066,1995.065,4178253,1.0,1.5,2.0,2.0,-0.5,-1.5,1.0,,,
,mean,1995.035(31),1995.037,-25139,,,,,,,,,,
,min,1995.004,1995.008,4203393,1.0,2.0,-2.0,-2.5,-1.5,-0.5,-0.5,,,
,delta,,,25139,,,,,,,,10985,228.84843,∆ abs(i)
,max,1995.066,1995.056,4215104,1.0,2.0,-1.5,0.5,-1.5,-2.0,0.0,,,
,mean,1995.035(31),1995.037,747,,,,,,,,,,
,min,1995.004,1995.019,4214358,1.0,2.0,-1.5,0.0,-1.0,1.0,0.5,,,
,delta,,,747,,,,,,,,10985,6.80018,∆ abs(i)
,max,1995.066,1995.065,4220699,1.0,2.0,-1.0,3.0,-2.0,1.5,1.0,,,
,mean,1995.035(31),1995.035,233,,,,,,,,,,
,min,1995.004,1995.005,4220467,1.0,2.0,-1.0,2.5,2.0,2.5,0.5,,,
,delta,,,233,,,,,,,,65910,0.35351,∆ abs(i)
,max,1995.066,1995.064,4727330,1.5,-1.5,0.5,-2.0,1.5,1.5,0.5,,,
,mean,1995.035(31),1995.037,-261,,,,,,,,,,
,min,1995.004,1995.01,4727592,1.5,-1.5,0.5,-1.5,-3.0,3.0,1.0,,,
,delta,,,261,,,,,,,,10985,2.37597,∆ abs(i)
,max,1995.066,1995.058,4737749,1.5,-1.5,1.0,2.0,-1.0,3.0,-0.5,,,
,mean,1995.035(31),1995.031,190,,,,,,,,,,
,min,1995.004,1995.004,4737560,1.5,-1.5,1.0,2.0,-2.0,-3.0,0.0,,,
,delta,,,190,,,,,,,,10985,1.72963,∆ abs(i)
,max,1995.066,1995.062,4752661,1.5,-1.0,-2.5,-0.5,2.0,-3.0,0.0,,,
,mean,1995.035(31),1995.034,-547,,,,,,,,,,
,min,1995.004,1995.005,4753209,1.5,-1.0,-2.5,0.0,-0.5,0.0,-1.0,,,
,delta,,,547,,,,,,,,10985,4.97952,∆ abs(i)
,max,1995.066,1995.065,4759935,1.5,-1.0,-2.0,2.5,-0.5,-2.5,1.0,,,
,mean,1995.035(31),1995.035,-613,,,,,,,,,,
,min,1995.004,1995.004,4760549,1.5,-1.0,-2.0,3.0,-2.5,1.5,-0.5,,,
,delta,,,613,,,,,,,,10985,5.58034,∆ abs(i)
,total,,,28727,,,,,,,,153790,18.67937,Σ ∆i
c,mean,2485(-39)(39),,,,,,,,,,,,only with i4 > 1
Tau,mean,3477.23(23),,,,,,,,,,,,only with i4 > 1
D$^0$,mean,3649.38(10),,,,,,,,,,,,only with i4 > 1
D$^+$,mean,3658.81(10),,,,,,,,,,,,only with i4 > 1
Deuteron,mean,3670.48296788(13),,,,,,,,,,,,only with i4 > 1
DS$^+$,mean,3851.94(13),,,,,,,,,,,,only with i4 > 1
Triton,mean,5496.92153573(27),,,,,,,,,,,,only with i4 > 1
